LIMIT_BAL,Sex,Education,AGE,difference,default,,,
20000,0,3,47,88588,1,,,
1.00E+05,0,4,27,24776,1,,,
20000,0,4,24,84435,1,,,
10000,1,3,46,17489,1,,,
50000,1,3,23,140791,1,,,
50000,0,3,35,203587,1,,,
130000,1,4,26,109747,1,,,
20000,0,2,55,78048,1,,,
20000,1,2,54,33571,1,,,
230000,1,3,32,104352,1,,,
1.00E+05,1,3,26,387898,1,,,
240000,1,3,37,0,1,,,
320000,0,3,29,291685,1,,,
390000,1,4,34,0,1,,,
40000,0,3,55,-6600,1,,,
20000,0,4,27,2150,1,,,
1.00E+05,0,4,32,243475,1,,,
1.00E+05,1,4,31,0,1,,,
60000,0,3,28,181904,1,,,
1.00E+05,1,3,32,-4910,1,,,
50000,0,3,44,3460,1,,,
70000,0,3,40,275535,1,,,
70000,1,3,62,272562,1,,,
80000,1,4,25,234704,1,,,
40000,1,3,28,161059,1,,,
170000,1,3,28,234178,1,,,
5.00E+05,1,4,36,842648,1,,,
80000,0,3,27,159500,1,,,
30000,1,2,24,92603,1,,,
20000,1,2,32,93602,1,,,
30000,0,4,28,55652,1,,,
30000,0,2,53,138292,1,,,
1.00E+05,1,4,36,73361,1,,,
50000,0,2,54,118018,1,,,
20000,1,2,36,53941,1,,,
20000,0,4,27,14991,1,,,
230000,1,4,29,4959,1,,,
110000,1,3,33,-150,1,,,
390000,0,1,29,1649665,1,,,
20000,1,4,24,39693,1,,,
30000,1,3,22,129067,1,,,
20000,1,3,23,42426,1,,,
30000,1,2,30,138475,1,,,
60000,1,3,25,259366,1,,,
20000,1,3,46,780,1,,,
360000,1,4,27,14967,1,,,
1.00E+05,1,3,30,433402,1,,,
120000,1,3,28,0,1,,,
370000,0,3,39,3492,1,,,
50000,0,3,28,204765,1,,,
320000,1,3,35,30955,1,,,
70000,1,2,32,48833,1,,,
110000,1,4,28,89479,1,,,
90000,1,3,23,170260,1,,,
90000,1,3,29,420748,1,,,
130000,0,3,48,520056,1,,,
2.00E+05,0,3,26,12500,1,,,
130000,0,3,28,155776,1,,,
170000,1,4,29,0,1,,,
260000,0,3,31,4860,1,,,
360000,0,2,29,0,1,,,
30000,1,3,29,31676,1,,,
30000,0,2,39,124772,1,,,
660000,0,4,40,533023,1,,,
140000,0,4,29,0,1,,,
70000,1,3,41,257568,1,,,
1.00E+05,1,3,34,200959,1,,,
210000,1,4,26,5970,1,,,
10000,0,3,37,13936,1,,,
180000,1,4,31,792113,1,,,
20000,0,3,45,22416,1,,,
130000,0,2,38,0,1,,,
30000,1,3,40,131625,1,,,
20000,0,2,28,67148,1,,,
50000,1,4,29,62288,1,,,
250000,1,3,24,252509,1,,,
20000,1,2,35,90945,1,,,
1.00E+05,1,3,46,10634,1,,,
50000,1,3,48,89341,1,,,
390000,0,4,26,417585,1,,,
20000,0,2,59,25735,1,,,
180000,0,4,51,564990,1,,,
10000,1,3,23,35510,1,,,
50000,0,4,30,7272,1,,,
120000,1,4,37,1644,1,,,
440000,1,3,42,0,1,,,
30000,0,2,55,11975,1,,,
150000,1,2,41,178133,1,,,
120000,0,4,33,264675,1,,,
50000,1,2,61,25057,1,,,
30000,1,4,22,92506,1,,,
60000,1,3,32,228837,1,,,
230000,1,4,31,315,1,,,
30000,0,2,28,177909,1,,,
140000,1,2,26,684633,1,,,
50000,0,3,23,176272,1,,,
80000,1,3,24,119760,1,,,
10000,0,2,42,40626,1,,,
50000,0,2,54,96188,1,,,
30000,1,3,22,134221,1,,,
1.00E+05,1,3,24,40335,1,,,
350000,1,3,34,112319,1,,,
120000,0,2,32,558457,1,,,
10000,1,3,22,42529,1,,,
90000,1,3,36,380348,1,,,
20000,1,3,32,106351,1,,,
50000,0,2,32,199751,1,,,
60000,1,3,50,130037,1,,,
50000,1,4,27,218683,1,,,
150000,0,3,26,627857,1,,,
60000,0,3,54,220034,1,,,
180000,1,4,32,389137,1,,,
50000,0,3,47,44142,1,,,
40000,0,3,46,151195,1,,,
50000,1,2,36,209435,1,,,
230000,0,3,33,0,1,,,
190000,1,4,35,424764,1,,,
2.00E+05,1,2,42,1132,1,,,
20000,1,3,23,70699,1,,,
130000,0,2,34,346473,1,,,
360000,1,4,44,0,1,,,
50000,0,3,29,238558,1,,,
70000,0,4,30,282622,1,,,
40000,0,3,44,130499,1,,,
160000,1,4,33,0,1,,,
70000,1,2,49,84383,1,,,
140000,0,3,34,481460,1,,,
50000,0,2,29,222015,1,,,
140000,1,3,30,4212,1,,,
1.00E+05,0,3,34,276748,1,,,
290000,1,3,35,38761,1,,,
90000,1,3,40,359011,1,,,
50000,1,3,37,141585,1,,,
350000,0,4,39,79649,1,,,
20000,0,3,43,31869,1,,,
20000,0,3,27,0,1,,,
50000,0,3,45,183065,1,,,
160000,1,4,27,12333,1,,,
130000,1,3,28,48341,1,,,
120000,0,3,40,219139,1,,,
230000,1,4,36,0,1,,,
1.00E+05,1,3,24,408332,1,,,
5.00E+05,0,4,51,1146783,1,,,
1.00E+05,1,4,31,5107,1,,,
30000,0,3,47,142037,1,,,
240000,1,4,30,-9340,1,,,
20000,0,3,23,29624,1,,,
240000,1,4,36,944605,1,,,
210000,0,2,38,343684,1,,,
20000,1,4,25,86098,1,,,
50000,0,4,37,146219,1,,,
180000,1,3,27,21128,1,,,
260000,1,4,37,1050,1,,,
320000,1,3,27,873949,1,,,
110000,1,4,24,407524,1,,,
1.00E+05,1,3,36,467644,1,,,
150000,1,4,33,524995,1,,,
140000,1,3,32,421941,1,,,
230000,1,3,30,4450,1,,,
150000,1,4,30,11975,1,,,
20000,0,3,23,93490,1,,,
50000,1,3,28,22672,1,,,
430000,1,3,42,1460416,1,,,
80000,1,3,25,102964,1,,,
10000,1,2,50,3000,1,,,
230000,1,4,24,61059,1,,,
240000,0,2,43,7500,1,,,
30000,1,3,45,97257,1,,,
330000,0,4,32,636,1,,,
80000,1,4,29,0,1,,,
10000,0,2,31,41428,1,,,
20000,0,4,24,6928,1,,,
110000,1,2,52,0,1,,,
160000,1,3,38,0,1,,,
130000,1,3,26,552999,1,,,
190000,0,2,64,337776,1,,,
80000,1,3,26,139591,1,,,
50000,1,2,23,161188,1,,,
50000,0,2,51,202351,1,,,
220000,1,4,51,2191,1,,,
230000,1,3,52,0,1,,,
30000,0,3,22,5250,1,,,
1.00E+05,0,2,44,153154,1,,,
250000,1,4,41,8636,1,,,
50000,1,3,38,19454,1,,,
1.00E+05,1,3,38,73768,1,,,
50000,1,3,36,133566,1,,,
10000,0,3,47,42716,1,,,
90000,1,3,40,440473,1,,,
350000,1,4,36,326,1,,,
240000,0,2,35,-10,1,,,
50000,0,3,29,2000,1,,,
330000,1,3,27,0,1,,,
70000,1,4,25,46293,1,,,
30000,1,3,47,142792,1,,,
70000,0,2,47,324880,1,,,
30000,1,3,24,139358,1,,,
70000,1,3,38,109800,1,,,
50000,0,2,41,310547,1,,,
230000,0,4,53,0,1,,,
70000,0,3,47,157116,1,,,
30000,1,2,33,158021,1,,,
230000,1,3,34,786,1,,,
220000,0,3,31,640756,1,,,
90000,1,4,34,200834,1,,,
240000,1,4,29,2500,1,,,
5.00E+05,0,4,43,107007,1,,,
1.00E+05,0,3,29,225400,1,,,
60000,0,3,41,103176,1,,,
150000,0,3,33,-17,1,,,
2.00E+05,0,2,60,693415,1,,,
20000,1,3,24,13246,1,,,
150000,0,3,48,720481,1,,,
90000,1,3,25,388117,1,,,
40000,1,3,24,165052,1,,,
50000,1,3,43,236295,1,,,
1.00E+05,0,3,44,151221,1,,,
20000,0,3,38,38628,1,,,
60000,0,4,38,237416,1,,,
2.00E+05,0,4,49,12500,1,,,
90000,1,3,47,310670,1,,,
30000,0,3,37,11895,1,,,
50000,0,3,27,756,1,,,
20000,0,4,24,0,1,,,
30000,0,3,36,139320,1,,,
50000,0,3,28,34068,1,,,
1.00E+05,0,3,44,403324,1,,,
4.00E+05,1,4,37,-1544,1,,,
20000,0,4,30,82562,1,,,
1.00E+05,1,3,30,487900,1,,,
250000,1,4,50,0,1,,,
1.00E+05,0,4,37,198102,1,,,
50000,0,3,25,231195,1,,,
360000,0,3,57,0,1,,,
50000,0,3,48,38430,1,,,
220000,1,1,37,828475,1,,,
190000,1,3,40,684772,1,,,
20000,0,2,38,66457,1,,,
20000,1,2,40,6689,1,,,
1.00E+05,1,3,23,461633,1,,,
30000,1,3,30,133139,1,,,
20000,1,3,23,43542,1,,,
80000,1,3,26,780,1,,,
50000,1,3,39,177611,1,,,
1.00E+05,1,4,34,233899,1,,,
50000,1,2,42,167066,1,,,
110000,1,3,30,346665,1,,,
30000,0,3,35,-8254,1,,,
20000,1,4,28,88188,1,,,
110000,1,4,32,517080,1,,,
170000,1,3,30,453572,1,,,
290000,0,3,43,10895,1,,,
10000,0,3,26,31808,1,,,
30000,0,4,24,14149,1,,,
180000,0,4,23,804700,1,,,
220000,1,2,45,15817,1,,,
50000,1,4,36,144374,1,,,
180000,0,4,36,382324,1,,,
450000,0,4,37,0,1,,,
60000,1,4,28,119301,1,,,
220000,1,3,37,226074,1,,,
70000,0,4,49,195193,1,,,
60000,1,4,28,20650,1,,,
80000,0,3,28,232206,1,,,
50000,0,3,24,114939,1,,,
50000,1,3,28,0,1,,,
230000,1,4,29,0,1,,,
2.00E+05,0,4,40,5641,1,,,
360000,0,3,41,0,1,,,
30000,1,3,27,112670,1,,,
20000,1,3,42,45735,1,,,
190000,0,4,36,769353,1,,,
50000,1,3,24,129281,1,,,
5.00E+05,1,3,46,632607,1,,,
130000,0,4,27,332511,1,,,
30000,1,4,23,77826,1,,,
4.00E+05,1,3,44,549404,1,,,
210000,1,3,26,461660,1,,,
30000,1,3,34,2596,1,,,
130000,0,4,33,188160,1,,,
50000,1,3,36,147536,1,,,
10000,0,3,38,31932,1,,,
30000,0,2,42,149798,1,,,
80000,1,2,40,265362,1,,,
50000,1,3,41,79040,1,,,
10000,1,3,27,28867,1,,,
240000,0,4,34,0,1,,,
20000,0,2,32,20881,1,,,
20000,0,4,24,89750,1,,,
30000,0,4,35,74187,1,,,
80000,1,3,25,0,1,,,
50000,0,3,25,5250,1,,,
240000,1,4,26,0,1,,,
320000,1,4,27,1302408,1,,,
380000,1,3,30,769547,1,,,
70000,0,4,51,197056,1,,,
20000,0,4,28,45777,1,,,
230000,1,2,32,20989,1,,,
20000,0,3,40,50786,1,,,
50000,0,2,25,226976,1,,,
240000,0,3,37,1049379,1,,,
210000,0,3,44,0,1,,,
280000,0,4,34,0,1,,,
50000,1,3,41,75619,1,,,
170000,0,3,34,14850,1,,,
160000,1,3,50,2253,1,,,
580000,0,2,67,2341555,1,,,
150000,1,4,37,1556,1,,,
130000,0,4,29,0,1,,,
50000,1,3,27,171224,1,,,
70000,0,3,28,117123,1,,,
180000,1,4,55,0,1,,,
30000,1,3,47,2475,1,,,
280000,1,4,30,27448,1,,,
20000,0,4,35,52434,1,,,
170000,1,3,30,605170,1,,,
10000,0,3,22,16664,1,,,
280000,0,4,30,748317,1,,,
2.00E+05,1,3,29,251414,1,,,
90000,1,3,47,43861,1,,,
20000,0,3,26,74111,1,,,
210000,1,3,46,588,1,,,
440000,1,3,25,1119854,1,,,
220000,1,4,32,91448,1,,,
30000,1,3,53,81344,1,,,
110000,1,4,31,463999,1,,,
20000,1,3,47,87564,1,,,
110000,1,4,55,316,1,,,
2.00E+05,1,4,38,0,1,,,
150000,0,4,28,-2170,1,,,
30000,1,3,45,121811,1,,,
20000,1,4,25,78060,1,,,
10000,0,2,22,38708,1,,,
5.00E+05,1,4,41,75041,1,,,
170000,1,3,37,702750,1,,,
30000,0,3,26,92360,1,,,
280000,1,4,28,4256,1,,,
50000,1,3,35,50583,1,,,
160000,0,4,27,-12090,1,,,
60000,1,3,55,221962,1,,,
2.00E+05,1,4,41,0,1,,,
280000,0,4,31,684357,1,,,
20000,1,3,44,11400,1,,,
230000,1,4,28,835179,1,,,
130000,1,3,32,255175,1,,,
280000,1,3,30,73635,1,,,
360000,0,2,41,197859,1,,,
50000,1,3,24,123537,1,,,
380000,0,3,47,0,1,,,
70000,0,3,24,195617,1,,,
40000,0,3,37,112462,1,,,
50000,0,3,30,0,1,,,
80000,0,4,31,255528,1,,,
130000,1,3,34,42345,1,,,
3.00E+05,1,4,59,12500,1,,,
50000,1,2,23,212081,1,,,
50000,1,3,29,49670,1,,,
50000,1,3,27,78340,1,,,
240000,1,3,38,217633,1,,,
50000,1,4,45,53825,1,,,
50000,0,4,23,0,1,,,
50000,1,3,31,150278,1,,,
80000,1,3,29,364811,1,,,
130000,1,2,45,390,1,,,
280000,1,3,39,943654,1,,,
30000,0,3,24,1261,1,,,
30000,1,3,39,143695,1,,,
3.00E+05,1,3,25,698467,1,,,
160000,1,3,27,0,1,,,
1.00E+05,0,3,30,444670,1,,,
70000,0,4,31,171171,1,,,
30000,1,3,23,-1,1,,,
50000,1,3,23,174874,1,,,
2.00E+05,1,3,35,-3656,1,,,
80000,1,3,31,266389,1,,,
240000,0,4,55,471125,1,,,
1.00E+05,0,4,27,184570,1,,,
30000,1,4,23,114454,1,,,
30000,1,3,38,178,1,,,
40000,1,3,26,44749,1,,,
110000,0,3,28,32642,1,,,
50000,0,3,23,36528,1,,,
140000,1,3,33,-23,1,,,
180000,1,4,31,0,1,,,
80000,0,3,29,197897,1,,,
50000,0,3,52,229297,1,,,
80000,1,4,54,71288,1,,,
250000,0,3,53,827347,1,,,
50000,1,4,25,5280,1,,,
360000,0,3,49,0,1,,,
1.00E+05,1,4,28,0,1,,,
230000,1,3,23,490,1,,,
5.00E+05,0,3,30,96207,1,,,
50000,0,3,22,94875,1,,,
20000,1,2,23,78396,1,,,
110000,0,3,38,402354,1,,,
2.00E+05,0,3,40,752502,1,,,
290000,0,4,41,0,1,,,
10000,1,2,44,40266,1,,,
230000,1,3,42,30983,1,,,
30000,1,3,37,141904,1,,,
50000,0,4,30,183650,1,,,
2.00E+05,1,2,49,-7,1,,,
20000,0,3,24,85549,1,,,
160000,1,3,35,133009,1,,,
190000,0,2,50,543530,1,,,
1.00E+05,1,4,22,368594,1,,,
440000,1,3,32,1446077,1,,,
1.00E+05,0,4,51,459357,1,,,
1.00E+05,0,4,33,200701,1,,,
30000,1,4,22,67215,1,,,
70000,1,3,23,89469,1,,,
50000,0,3,27,185495,1,,,
20000,1,4,23,42026,1,,,
50000,0,2,35,245477,1,,,
150000,0,4,32,230972,1,,,
50000,1,3,29,140360,1,,,
110000,0,3,55,480310,1,,,
60000,1,4,26,4493,1,,,
40000,1,3,33,79863,1,,,
50000,0,2,37,234006,1,,,
1.00E+05,0,3,26,214,1,,,
50000,0,3,27,201071,1,,,
50000,1,2,28,192830,1,,,
230000,1,4,31,-18,1,,,
20000,0,4,35,37143,1,,,
20000,0,2,35,88159,1,,,
60000,1,3,23,97827,1,,,
50000,0,4,23,0,1,,,
50000,0,3,38,174146,1,,,
270000,0,2,32,733206,1,,,
20000,0,2,31,59005,1,,,
4.00E+05,1,4,42,-660,1,,,
30000,1,4,26,38593,1,,,
2.00E+05,1,3,32,0,1,,,
50000,1,3,36,235426,1,,,
120000,0,3,29,433881,1,,,
10000,1,3,22,40323,1,,,
20000,0,3,50,52391,1,,,
160000,0,4,42,73057,1,,,
50000,0,2,34,780,1,,,
60000,1,3,23,155633,1,,,
60000,0,3,26,731,1,,,
350000,1,3,39,0,1,,,
20000,0,3,38,0,1,,,
140000,1,3,28,140117,1,,,
50000,0,2,59,167286,1,,,
90000,1,2,35,111889,1,,,
50000,1,3,34,225516,1,,,
220000,1,4,36,7317,1,,,
10000,0,3,36,37973,1,,,
2.00E+05,0,2,44,369226,1,,,
360000,1,4,27,0,1,,,
80000,0,3,36,2700,1,,,
20000,1,3,33,68732,1,,,
90000,1,3,40,416119,1,,,
2.00E+05,1,4,29,64471,1,,,
40000,1,3,38,188795,1,,,
470000,0,2,31,1124,1,,,
20000,0,3,25,88289,1,,,
50000,1,3,23,164560,1,,,
1.00E+05,1,3,27,473572,1,,,
50000,0,3,37,92957,1,,,
130000,1,4,25,0,1,,,
210000,1,3,45,0,1,,,
230000,0,4,39,-17,1,,,
90000,1,3,32,414223,1,,,
20000,0,3,24,50942,1,,,
30000,1,3,26,95275,1,,,
270000,1,3,32,1083069,1,,,
80000,0,3,31,75264,1,,,
30000,1,2,24,77895,1,,,
2.00E+05,1,3,41,158,1,,,
90000,1,3,23,177740,1,,,
1.00E+05,1,3,32,272105,1,,,
110000,0,4,30,316351,1,,,
30000,0,4,47,132746,1,,,
60000,1,4,29,199,1,,,
20000,1,3,43,79666,1,,,
160000,1,3,38,544094,1,,,
150000,0,4,41,586062,1,,,
50000,0,3,35,76589,1,,,
80000,1,2,33,390,1,,,
30000,0,2,33,135698,1,,,
20000,0,3,23,15328,1,,,
150000,1,4,39,99,1,,,
70000,0,2,46,61195,1,,,
490000,0,3,35,1394976,1,,,
2.00E+05,0,3,58,897594,1,,,
150000,1,4,34,-300,1,,,
180000,1,4,42,683387,1,,,
20000,1,3,36,70729,1,,,
90000,1,4,25,181112,1,,,
360000,0,4,26,-45,1,,,
20000,0,4,25,0,1,,,
50000,0,3,54,0,1,,,
20000,0,3,30,88628,1,,,
30000,1,2,47,61372,1,,,
50000,0,3,53,45028,1,,,
180000,1,4,44,-254,1,,,
150000,1,3,42,0,1,,,
180000,0,3,39,157077,1,,,
20000,0,3,24,43588,1,,,
120000,1,4,34,0,1,,,
20000,1,3,22,-1604,1,,,
320000,1,4,38,0,1,,,
360000,1,4,29,141220,1,,,
250000,1,4,35,105532,1,,,
120000,1,4,25,446193,1,,,
240000,1,4,40,0,1,,,
30000,1,3,22,100271,1,,,
130000,0,3,31,390,1,,,
130000,0,3,30,491222,1,,,
4.00E+05,1,4,46,18736,1,,,
330000,1,4,26,814943,1,,,
470000,0,2,39,0,1,,,
2.00E+05,0,3,28,12215,1,,,
220000,1,3,29,132274,1,,,
2.00E+05,0,3,36,-29,1,,,
30000,1,3,49,18017,1,,,
90000,0,2,25,119102,1,,,
1.00E+05,0,3,37,136083,1,,,
460000,1,4,40,13250,1,,,
1.00E+05,0,4,35,364982,1,,,
30000,1,2,58,129197,1,,,
5.00E+05,1,3,50,1445132,1,,,
80000,1,3,50,288406,1,,,
30000,0,2,38,138000,1,,,
60000,0,4,22,200011,1,,,
360000,0,3,38,2500,1,,,
80000,0,3,23,-2840,1,,,
180000,1,3,40,6988,1,,,
150000,1,4,26,278479,1,,,
50000,0,3,28,152489,1,,,
140000,1,4,33,256111,1,,,
20000,1,2,48,99688,1,,,
260000,0,4,38,213,1,,,
20000,1,3,25,0,1,,,
30000,1,4,29,35630,1,,,
360000,0,4,36,0,1,,,
130000,1,2,42,0,1,,,
20000,0,3,39,93778,1,,,
360000,0,3,37,-5420,1,,,
120000,1,3,29,488444,1,,,
280000,1,3,42,634220,1,,,
120000,1,2,30,501211,1,,,
350000,0,3,33,134562,1,,,
20000,1,3,24,24997,1,,,
120000,1,3,36,0,1,,,
140000,1,3,26,324948,1,,,
130000,0,3,29,44855,1,,,
20000,1,3,24,100218,1,,,
70000,1,3,24,223595,1,,,
2.00E+05,1,3,45,13886,1,,,
170000,1,3,49,512793,1,,,
30000,1,2,42,140353,1,,,
60000,1,3,32,107274,1,,,
70000,0,3,42,300404,1,,,
70000,1,4,35,216815,1,,,
30000,1,3,51,124888,1,,,
50000,1,2,47,95958,1,,,
50000,0,3,49,89134,1,,,
20000,1,2,34,0,1,,,
90000,1,3,34,66334,1,,,
360000,0,2,34,0,1,,,
120000,0,2,39,75144,1,,,
610000,0,4,31,311709,1,,,
30000,0,3,39,101988,1,,,
130000,1,3,25,195694,1,,,
2.00E+05,0,3,25,210945,1,,,
10000,0,2,41,49789,1,,,
220000,0,4,31,661152,1,,,
260000,0,4,29,43549,1,,,
20000,1,3,27,88403,1,,,
10000,1,2,33,0,1,,,
3.00E+05,1,4,48,1361990,1,,,
130000,1,3,24,0,1,,,
280000,0,3,32,1018005,1,,,
30000,1,4,27,3045,1,,,
3.00E+05,1,4,39,5736,1,,,
340000,0,4,42,-4911,1,,,
50000,0,3,36,241058,1,,,
50000,1,3,27,211328,1,,,
10000,1,3,33,24659,1,,,
1.00E+05,0,3,51,269353,1,,,
30000,1,3,54,20035,1,,,
160000,1,3,27,0,1,,,
140000,0,3,30,24630,1,,,
20000,0,3,22,79414,1,,,
420000,1,4,45,247612,1,,,
50000,0,2,50,152126,1,,,
90000,1,3,26,349008,1,,,
60000,1,3,25,181527,1,,,
5.00E+05,1,4,42,195,1,,,
10000,0,2,36,35384,1,,,
5.00E+05,1,3,32,179104,1,,,
90000,0,3,26,83592,1,,,
30000,0,4,37,111019,1,,,
20000,0,3,33,63420,1,,,
140000,1,3,36,244725,1,,,
60000,1,3,39,-9470,1,,,
50000,1,2,50,235064,1,,,
210000,0,4,32,475068,1,,,
30000,0,3,24,112412,1,,,
20000,1,3,23,79828,1,,,
10000,0,2,30,45664,1,,,
1.00E+05,0,3,33,428608,1,,,
5.00E+05,1,3,31,49473,1,,,
50000,1,2,24,8051,1,,,
140000,0,3,27,160609,1,,,
90000,1,3,24,374854,1,,,
290000,1,3,37,711425,1,,,
110000,1,4,29,455408,1,,,
210000,1,4,33,1733,1,,,
30000,1,2,23,138226,1,,,
120000,1,4,27,0,1,,,
50000,0,3,31,85377,1,,,
170000,0,4,45,0,1,,,
290000,1,4,52,332107,1,,,
50000,1,3,31,0,1,,,
60000,1,3,28,250078,1,,,
30000,1,3,33,152876,1,,,
20000,0,2,55,7706,1,,,
70000,1,4,30,-150,1,,,
150000,1,2,39,472361,1,,,
10000,1,4,39,28649,1,,,
10000,1,4,23,39382,1,,,
3.00E+05,0,4,58,793023,1,,,
220000,0,4,34,615036,1,,,
140000,1,4,23,409033,1,,,
360000,0,2,34,-22960,1,,,
4.00E+05,1,3,43,0,1,,,
70000,1,2,35,174975,1,,,
30000,1,3,33,58301,1,,,
30000,1,3,23,102990,1,,,
140000,1,3,27,604545,1,,,
180000,1,3,39,0,1,,,
2.00E+05,1,2,28,376,1,,,
30000,0,3,43,129547,1,,,
190000,0,3,39,829755,1,,,
2.00E+05,0,4,30,0,1,,,
80000,1,4,28,383125,1,,,
50000,1,2,47,147114,1,,,
80000,1,3,32,67712,1,,,
1.00E+05,1,3,30,159827,1,,,
290000,1,4,39,11062,1,,,
240000,1,3,28,949244,1,,,
240000,0,3,38,8520,1,,,
50000,0,3,30,780,1,,,
50000,1,4,29,173707,1,,,
290000,0,3,29,22544,1,,,
80000,1,3,34,259487,1,,,
160000,1,4,32,0,1,,,
50000,0,2,45,-181,1,,,
340000,1,4,36,141145,1,,,
20000,0,2,47,85971,1,,,
5.00E+05,1,4,39,461,1,,,
120000,1,3,25,0,1,,,
40000,1,3,33,1679,1,,,
20000,0,3,30,90749,1,,,
290000,1,4,24,1350,1,,,
50000,0,3,48,219701,1,,,
50000,1,4,22,24747,1,,,
180000,0,4,38,460211,1,,,
170000,0,4,29,39540,1,,,
5.00E+05,1,2,35,79688,1,,,
1.00E+05,0,4,35,17045,1,,,
350000,0,4,35,7748,1,,,
40000,0,3,37,67723,1,,,
360000,1,3,34,0,1,,,
2.00E+05,1,4,35,1039936,1,,,
30000,0,4,47,12000,1,,,
50000,0,2,26,0,1,,,
140000,1,3,36,6770,1,,,
140000,1,2,30,378065,1,,,
450000,1,4,35,3581,1,,,
110000,0,2,63,228991,1,,,
70000,0,3,26,272101,1,,,
20000,0,3,22,93937,1,,,
30000,0,2,31,110258,1,,,
180000,0,1,29,60351,1,,,
20000,0,4,24,75320,1,,,
30000,0,3,39,132547,1,,,
360000,1,4,37,1434,1,,,
360000,0,3,35,-515,1,,,
60000,1,2,49,105074,1,,,
50000,1,3,26,83350,1,,,
110000,1,4,37,3000,1,,,
130000,1,4,29,389808,1,,,
1.00E+05,0,3,45,263508,1,,,
180000,1,4,27,11623,1,,,
30000,1,2,40,83749,1,,,
10000,1,4,56,22538,1,,,
140000,0,4,32,266274,1,,,
50000,1,3,41,95313,1,,,
80000,0,3,26,78293,1,,,
10000,0,3,38,39684,1,,,
1.00E+05,0,3,46,-40,1,,,
1.00E+05,1,3,44,203479,1,,,
80000,0,4,37,289716,1,,,
70000,1,3,22,299150,1,,,
30000,1,2,44,127136,1,,,
30000,1,3,22,119948,1,,,
340000,1,2,27,445108,1,,,
20000,1,3,22,54529,1,,,
330000,1,3,47,0,1,,,
50000,0,3,28,143267,1,,,
30000,0,4,36,64127,1,,,
180000,1,3,32,1982,1,,,
50000,0,3,54,154609,1,,,
20000,1,3,29,93779,1,,,
50000,0,3,25,110068,1,,,
2.00E+05,1,2,45,-229,1,,,
190000,0,4,25,25220,1,,,
20000,1,3,32,82605,1,,,
50000,0,3,50,-5000,1,,,
150000,0,4,31,232900,1,,,
170000,0,4,36,728844,1,,,
50000,0,3,43,370,1,,,
1.00E+05,0,3,29,468675,1,,,
290000,1,4,33,114781,1,,,
40000,1,3,25,188198,1,,,
50000,1,3,46,147979,1,,,
50000,0,2,46,58814,1,,,
20000,1,3,51,62646,1,,,
40000,0,3,47,244131,1,,,
220000,0,4,47,285,1,,,
140000,0,2,38,627704,1,,,
20000,1,3,54,38527,1,,,
240000,1,4,41,16078,1,,,
150000,0,4,29,66163,1,,,
90000,1,3,45,231793,1,,,
30000,1,4,23,140708,1,,,
550000,0,4,35,2933126,1,,,
50000,1,2,50,0,1,,,
80000,0,3,23,253861,1,,,
80000,1,4,23,289814,1,,,
1.00E+05,1,3,42,3020,1,,,
2.00E+05,0,3,51,-1261,1,,,
3.00E+05,0,3,42,-1658,1,,,
110000,0,3,26,9227,1,,,
2.00E+05,1,2,49,956520,1,,,
230000,1,4,39,0,1,,,
30000,0,4,28,117702,1,,,
80000,1,2,32,108114,1,,,
1.00E+05,1,3,32,414587,1,,,
1.00E+05,1,3,25,404742,1,,,
60000,0,3,29,206230,1,,,
50000,1,2,23,185360,1,,,
60000,1,3,28,90562,1,,,
50000,1,4,52,5332,1,,,
90000,0,3,35,1948,1,,,
150000,1,1,36,0,1,,,
1.00E+05,0,4,34,117712,1,,,
30000,1,3,38,119332,1,,,
110000,1,4,40,252329,1,,,
280000,1,3,64,98920,1,,,
30000,1,4,29,-4,1,,,
20000,1,4,24,0,1,,,
80000,1,4,27,183,1,,,
20000,0,2,40,45274,1,,,
440000,0,2,38,770,1,,,
110000,0,3,39,197889,1,,,
80000,0,2,43,329381,1,,,
120000,1,4,35,383427,1,,,
50000,1,3,27,64628,1,,,
120000,1,2,39,350564,1,,,
20000,0,3,26,59378,1,,,
3.00E+05,1,3,27,0,1,,,
270000,0,3,31,61353,1,,,
30000,0,2,25,124293,1,,,
20000,1,3,42,40824,1,,,
2.00E+05,1,3,28,0,1,,,
20000,0,3,46,33615,1,,,
240000,1,4,28,2476,1,,,
50000,0,3,25,134152,1,,,
40000,1,4,23,103448,1,,,
180000,1,4,27,291787,1,,,
50000,1,4,24,193469,1,,,
240000,1,4,38,540555,1,,,
60000,1,3,30,285981,1,,,
150000,1,4,45,2586,1,,,
50000,0,2,55,218919,1,,,
110000,0,3,34,273327,1,,,
20000,1,3,38,86352,1,,,
20000,0,3,27,93251,1,,,
1.00E+05,0,2,48,390,1,,,
120000,0,4,34,1982,1,,,
3.00E+05,1,3,57,780,1,,,
50000,0,2,42,2650,1,,,
160000,1,3,32,21618,1,,,
130000,1,3,27,12347,1,,,
230000,0,4,47,0,1,,,
1.00E+05,1,4,22,363506,1,,,
280000,1,3,43,-743,1,,,
330000,1,3,33,77430,1,,,
170000,0,4,24,602377,1,,,
130000,0,3,28,563850,1,,,
170000,0,3,36,189743,1,,,
60000,1,3,27,290383,1,,,
250000,1,4,34,938164,1,,,
90000,0,3,44,191042,1,,,
330000,1,3,51,877794,1,,,
